"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Asia","IND","India","India Infrastructure Fund","Infra, energy","Delhi-based infra-focused PE","Delhi NCR","iifund.in"
"Asia","IND","India","ASK Pravi Capital","Consumer, mid-market","Growth equity firm","Delhi NCR","askpravi.com"
"Asia","IND","India","Jacob Ballas Capital India","Growth equity","US-India cross-border PE","Delhi NCR","jbciasia.com"
"Asia","IND","India","Samara Capital","Consumer, industrials","Growth PE, active in Delhi NCR","Delhi NCR","samaracapital.com"
"Asia","IND","India","New Silk Route Advisors","Diversified","PE with Delhi presence","Delhi NCR","newsilkroute.com"
"Asia","IND","India","Baring Private Equity India","IT, healthcare","Leading India PE with NCR base","Delhi NCR","baringpeindia.com"
"Asia","IND","India","Sequoia Capital India (now Peak XV)","Tech, consumer","Delhi NCR hub of Sequoia","Delhi NCR","peakxv.com"
"Asia","IND","India","Accel India","SaaS, consumer","Major global VC with Gurgaon office","Gurgaon","accel.com"
"Asia","IND","India","Matrix Partners India","Consumer, fintech","Leading VC active in NCR","Delhi NCR","matrixpartners.in"
"Asia","IND","India","Kalaari Capital (Delhi arm)","Tech, consumer","Delhi presence for Bangalore-based VC","Delhi NCR","kalaari.com"
"Asia","IND","India","Nexus Venture Partners","SaaS, consumer","Delhi NCR office","Delhi NCR","nexusvp.com"
"Asia","IND","India","SAIF Partners India (Elevation Capital)","Consumer, fintech","Gurgaon-based VC","Gurgaon","elevationcapital.com"
"Asia","IND","India","Blume Ventures","Tech startups","NCR presence of Blume","Delhi NCR","blume.vc"
"Asia","IND","India","India Quotient","Consumer, SaaS","Delhi NCR base","Delhi NCR","indiaquotient.in"
"Asia","IND","India","Stellaris Venture Partners","SaaS, marketplaces","Delhi NCR base","Delhi NCR","stellarisvp.com"
"Asia","IND","India","Lightspeed India Partners","Tech, fintech","Gurgaon office","Gurgaon","lsvp.com"
"Asia","IND","India","IvyCap Ventures","Consumer, edtech","Delhi NCR focused VC","Delhi NCR","ivycapventures.com"
"Asia","IND","India","Ventureast","Tech, healthcare","Old Indian VC with NCR hub","Delhi NCR","ventureast.net"
"Asia","IND","India","Omnivore Partners","Agri-tech","Agri-tech VC active in North","Delhi NCR","omnivore.vc"
"Asia","IND","India","BEENEXT India","SaaS, consumer","NCR presence of global VC","Delhi NCR","beenext.com"
"Asia","IND","India","Chiratae Ventures","SaaS, consumer","Delhi NCR base","Delhi NCR","chiratae.com"
"Asia","IND","India","Aavishkaar Capital","Impact, rural","Delhi NCR office","Delhi NCR","aavishkaarcapital.in"
"Asia","IND","India","DSG Consumer Partners","Consumer","Delhi NCR activity","Delhi NCR","dsgcp.com"
"Asia","IND","India","BEENOS India Ventures","Marketplaces, consumer","Tokyo-backed VC, NCR hub","Delhi NCR","beenos.com"
"Asia","IND","India","Fireside Ventures","Consumer brands","Delhi NCR activity","Delhi NCR","firesideventures.com"
"Asia","IND","India","India Angel Network","Seed, angel","Largest angel group, Delhi-based","Delhi NCR","ianetwork.co"
"Asia","IND","India","ICICI Venture","Diversified","One of India’s oldest and largest PE","Mumbai","iciciventure.com"
"Asia","IND","India","Everstone Capital","Consumer, real estate","Major India-focused PE","Mumbai","everstonecapital.com"
"Asia","IND","India","True North","Healthcare, financials","Growth and buyouts, ex-IVFA","Mumbai","truenorthco.in"
"Asia","IND","India","Multiples Alternate Asset Mgmt","Consumer, healthcare","Growth PE founded by Renuka Ramnath","Mumbai","multiplesequity.com"
"Asia","IND","India","Kedaara Capital","Consumer, industrials","Growth & buyout PE","Mumbai","kedara.com"
"Asia","IND","India","ChrysCapital","Consumer, IT, pharma","One of India’s biggest PE","Mumbai","chryscapital.com"
"Asia","IND","India","Kotak Private Equity","Healthcare, consumer","Kotak group’s PE arm","Mumbai","kotakpe.com"
"Asia","IND","India","TPG Growth India","Consumer, infra","Global PE, strong Mumbai presence","Mumbai","tpg.com"
"Asia","IND","India","Baring Private Equity Asia India","IT, healthcare","Large Asia PE, Mumbai hub","Mumbai","baringpe.com"
"Asia","IND","India","Apax Partners India","IT, consumer","Global PE in India","Mumbai","apax.com"
"Asia","IND","India","Bain Capital India","Diversified","Global PE with Mumbai hub","Mumbai","baincapital.com"
"Asia","IND","India","Carlyle India","Consumer, IT","Global Carlyle arm in India","Mumbai","carlyle.com"
"Asia","IND","India","KKR India","Infra, consumer","Large US PE with India base","Mumbai","kkr.com"
"Asia","IND","India","Advent International India","Consumer, pharma","Global PE with Indian hub","Mumbai","adventinternational.com"
"Asia","IND","India","India Resurgence Fund (Piramal–Bain JV)","Distressed, growth","Special situations PE","Mumbai","piramal.com"
"Asia","IND","India","JM Financial PE","Growth equity","JM’s PE platform","Mumbai","jmfl.com"
"Asia","IND","India","Ascent Capital","Consumer, healthcare","Bangalore-based PE","Bangalore","ascentcapital.in"
"Asia","IND","India","TVS Capital Funds","Consumer, mid-market","FO-backed PE","Chennai","tvscapital.in"
"Asia","IND","India","ICICI Prudential PE","Growth, infra","PE unit of ICICI Prudential","Mumbai","icicipruamc.com"
"Asia","IND","India","Edelweiss PE & Special Opportunities","Credit, special sits","Mumbai PE/credit platform","Mumbai","edelweissfin.com"
"Asia","IND","India","Accel India","SaaS, consumer","Top global VC with Bangalore hub","Bangalore","accel.com"
"Asia","IND","India","Sequoia Capital India (Peak XV)","Tech, consumer","India’s largest VC","Bangalore","peakxv.com"
"Asia","IND","India","Kalaari Capital","Tech, consumer","Leading Bangalore VC","Bangalore","kalaari.com"
"Asia","IND","India","Nexus Venture Partners","SaaS, marketplaces","Cross-border India VC","Bangalore","nexusvp.com"
"Asia","IND","India","Lightspeed India","SaaS, fintech","Strong Bangalore hub","Bangalore","lsvp.com"
"Asia","IND","India","Matrix Partners India","Consumer, fintech","Major VC","Bangalore","matrixpartners.in"
"Asia","IND","India","Blume Ventures","Tech startups","Bangalore HQ","Bangalore","blume.vc"
"Asia","IND","India","Stellaris Venture Partners","SaaS, marketplaces","Bangalore-based VC","Bangalore","stellarisvp.com"
"Asia","IND","India","Chiratae Ventures (ex-IDG)","SaaS, consumer","Leading Bangalore VC","Bangalore","chiratae.com"
"Asia","IND","India","Omnivore Partners","Agri-tech","Agri-focused VC","Pune","omnivore.vc"
"Asia","IND","India","India Quotient","Consumer, SaaS","Active in Mumbai & Bangalore","Mumbai","indiaquotient.in"
"Asia","IND","India","BEENEXT India","SaaS, consumer","Singapore-backed VC active in Bangalore","Bangalore","beenext.com"
"Asia","IND","India","Elevation Capital (ex-SAIF)","Consumer, fintech","VC with strong Bangalore hub","Bangalore","elevationcapital.com"
"Asia","IND","India","Fireside Ventures","Consumer brands","Consumer-first VC","Bangalore","firesideventures.com"
"Asia","IND","India","IvyCap Ventures","Consumer, edtech","Mumbai/Bangalore based VC","Mumbai","ivycapventures.com"
"Asia","IND","India","Ventureast","Tech, healthcare","One of India’s oldest VCs","Hyderabad","ventureast.net"
"Asia","IND","India","pi Ventures","AI, deeptech","Bangalore deep-tech VC","Bangalore","pivc.com"
"Asia","IND","India","Prime Venture Partners","SaaS, fintech","Bangalore-based early VC","Bangalore","primevp.in"
"Asia","IND","India","3one4 Capital","Tech, SaaS","Bangalore-based new age VC","Bangalore","3one4capital.com"
"Asia","IND","India","Aavishkaar Capital","Impact, rural","Mumbai impact VC","Mumbai","aavishkaarcapital.in"
"Asia","KOR","South Korea","MBK Partners","Buyouts, large cap","One of Asia’s largest PE firms, founded in Seoul","Seoul","mbkpartnerslp.com"
"Asia","KOR","South Korea","IMM Private Equity","Consumer, TMT","Leading Korean mid- to large-cap PE","Seoul","immpe.com"
"Asia","KOR","South Korea","Hahn & Company","Industrials, consumer","Large buyout firm in Seoul","Seoul","hahnco.com"
"Asia","KOR","South Korea","VIG Partners","Mid-market buyouts","Focus on SMEs and consumer","Seoul","vigpartners.com"
"Asia","KOR","South Korea","Glenwood Private Equity","Energy, infra, consumer","Mid- to large-cap buyouts","Seoul","glenwoodpe.com"
"Asia","KOR","South Korea","Anchor Equity Partners","Diversified","PE founded by ex-Carlyle Korea team","Seoul","anchorequity.com"
"Asia","KOR","South Korea","STIC Investments","Growth & buyouts","One of Korea’s oldest PE/VC hybrids","Seoul","stic.co.kr"
"Asia","KOR","South Korea","IMM Investment","Growth capital","Growth equity & PE/VC","Seoul","imm.co.kr"
"Asia","KOR","South Korea","Credian Partners","Buyouts, growth","Korean mid-cap PE","Seoul","credian.com"
"Asia","KOR","South Korea","Skylake Investment","TMT, tech","PE founded by ex-Microsoft Korea CEO","Seoul","skylakeinc.com"
"Asia","KOR","South Korea","Keistone Partners","Consumer, industrials","Korean PE boutique","Seoul","keistonepartners.com"
"Asia","KOR","South Korea","IMM Credit Partners","Special sits, credit","Credit & PE hybrid","Seoul","immcredit.com"
"Asia","KOR","South Korea","Pine Street Capital Partners","Growth capital","Seoul-based PE","Seoul","pinestreet.co.kr"
"Asia","KOR","South Korea","LB Private Equity","Consumer, buyouts","PE affiliated with LG Group","Seoul","lbprivateequity.com"
"Asia","KOR","South Korea","IMM RoseGold Partners","Growth","Sub-fund of IMM group","Seoul","immrosegold.com"
"Asia","KOR","South Korea","Koramco Private Equity","Infra, real assets","PE arm of Koramco","Seoul","koramco.com"
"Asia","KOR","South Korea","Crescendo Equity Partners","Consumer, healthcare","Boutique Korean PE","Seoul","crescendoep.com"
"Asia","KOR","South Korea","JKL Partners","Buyouts","Seoul mid-cap PE","Seoul","jklpartners.com"
"Asia","KOR","South Korea","IMM PE Infrastructure Fund","Infra, energy","IMM’s infra-focused PE","Seoul","imm.co.kr"
"Asia","KOR","South Korea","NH Investment PE","Diversified","PE arm of NH group","Seoul","nhqv.com"
"Asia","KOR","South Korea","SoftBank Ventures Asia","Tech, AI, SaaS","Global VC arm of SoftBank","Seoul","sbva.vc"
"Asia","KOR","South Korea","Korea Investment Partners (KIP)","ICT, biotech","Largest Korean VC","Seoul","kipvc.com"
"Asia","KOR","South Korea","Altos Ventures Korea","SaaS, consumer, global","Cross-border VC","Seoul","altos.vc"
"Asia","KOR","South Korea","Primer","Seed","Top Korean accelerator/VC","Seoul","primer.kr"
"Asia","KOR","South Korea","Capstone Partners","Consumer, ICT","Early-stage VC","Seoul","capstonepartners.kr"
"Asia","KOR","South Korea","Stonebridge Ventures","Fintech, ICT","Spinout from Mirae Asset","Seoul","stonebridgeventures.co.kr"
"Asia","KOR","South Korea","LB Investment","Consumer, biotech","LG-affiliated VC","Seoul","lbinvestment.com"
"Asia","KOR","South Korea","Atinum Investment","ICT, healthcare","Large Korean VC","Seoul","atinum.com"
"Asia","KOR","South Korea","InterVest","Consumer, tech","Growth-stage VC","Seoul","intervest.co.kr"
"Asia","KOR","South Korea","KB Investment","Diversified","VC arm of KB Group","Seoul","kbinvestment.com"
"Asia","KOR","South Korea","Mirae Asset Venture Investment","ICT, fintech","VC of Mirae Asset group","Seoul","miraeasset.com"
"Asia","KOR","South Korea","D.Camp (Banks Foundation)","Fintech, startups","Bank-backed startup VC","Seoul","dcamp.kr"
"Asia","KOR","South Korea","Bluepoint Partners","Deeptech","Korean deeptech VC","Daejeon","bluepoint.kr"
"Asia","KOR","South Korea","TBT Partners","Consumer, SaaS","Seoul early-stage VC","Seoul","tbtpartners.com"
"Asia","KOR","South Korea","Big Basin Capital","SaaS, cross-border","Korea-Silicon Valley VC","Seoul","bigbasin.vc"
"Asia","KOR","South Korea","DSC Investment","ICT, biotech","Active listed VC","Seoul","dscinvestment.com"
"Asia","KOR","South Korea","Bon Angels","Seed, SaaS","Top Korean seed VC","Seoul","bonangels.net"
"Asia","KOR","South Korea","Kakao Ventures","Consumer, gaming","VC arm of Kakao","Seoul","kakaoventures.com"
"Asia","KOR","South Korea","Naver D2SF Ventures","SaaS, AI","VC arm of Naver","Seoul","d2startup.naver.com"
"Asia","KOR","South Korea","FuturePlay","Deeptech","Tech-focused accelerator VC","Seoul","futureplay.co"
"Asia","IDN","Indonesia","Northstar Group","Consumer, financials","One of the largest Indonesian PE firms","Jakarta","northstargrp.com"
"Asia","IDN","Indonesia","Saratoga Capital","Natural resources, infra","Founded by Edwin Soeryadjaya, strong PE","Jakarta","saratogainvestama.com"
"Asia","IDN","Indonesia","CVC Capital Partners Indonesia","Consumer, financials","Global PE with Jakarta presence","Jakarta","cvc.com"
"Asia","IDN","Indonesia","KKR Indonesia","Consumer, infra","Global PE active in Jakarta","Jakarta","kkr.com"
"Asia","IDN","Indonesia","TPG Capital Indonesia","Healthcare, consumer","Global PE active in Indonesia","Jakarta","tpg.com"
"Asia","IDN","Indonesia","Warburg Pincus Indonesia","Real estate, fintech","US PE firm, active in Jakarta","Jakarta","warburgpincus.com"
"Asia","IDN","Indonesia","Bain Capital Indonesia","Consumer, tech","Global PE with presence in Jakarta","Jakarta","baincapital.com"
"Asia","IDN","Indonesia","Quadria Capital","Healthcare","Regional healthcare-focused PE","Jakarta","quadriacapital.com"
"Asia","IDN","Indonesia","Creador","Consumer, services","Malaysia-based PE, active in Indonesia","Jakarta","creador.com"
"Asia","IDN","Indonesia","Provident Capital","Infra, consumer","Indonesia-based investment group","Jakarta","provident.co.id"
"Asia","IDN","Indonesia","Lippo Group PE arm","Real estate, consumer","PE arm of Lippo conglomerate","Jakarta","lippokarawaci.co.id"
"Asia","IDN","Indonesia","Capsquare Asia Partners","Consumer, industrial","SE Asia-focused PE with Jakarta activity","Jakarta","capsquareasia.com"
"Asia","IDN","Indonesia","East Ventures Growth Fund","Tech, consumer","Growth equity arm of East Ventures","Jakarta","east.vc"
"Asia","IDN","Indonesia","Indies Capital Partners","Credit, PE","Alternative asset manager in Jakarta","Jakarta","indiescapital.com"
"Asia","IDN","Indonesia","Falcon House Partners","Consumer, retail","SE Asia-focused PE active in Jakarta","Jakarta","falconhousepartners.com"
"Asia","IDN","Indonesia","Mekar Investama","Consumer, infra","Indonesian investment group","Jakarta","mekarinvestama.com"
"Asia","IDN","Indonesia","Kingsrock Capital","Infra, consumer","Jakarta-based PE","Jakarta","kingsrockcapital.com"
"Asia","IDN","Indonesia","MDI Ventures PE arm","Digital infra","Corporate VC/PE from Telkom Indonesia","Jakarta","mdi.vc"
"Asia","IDN","Indonesia","Persada Capital","Infra, real estate","Private investment office of Djoko Tjandra","Jakarta","persadacapital.com"
"Asia","IDN","Indonesia","North Sumatra Capital Partners","Energy, agri","PE firm focused on Indonesian natural resources","Medan","nscp.co.id"
"Asia","IDN","Indonesia","East Ventures","Tech, consumer","Most active early-stage VC in Indonesia","Jakarta","east.vc"
"Asia","IDN","Indonesia","Alpha JWC Ventures","Fintech, SaaS","Leading Indonesian VC","Jakarta","alphajwc.com"
"Asia","IDN","Indonesia","Convergence Ventures","Digital, SaaS","Indonesian early-stage VC","Jakarta","convergencevc.com"
"Asia","IDN","Indonesia","Kejora Ventures","SaaS, fintech","Jakarta-based VC","Jakarta","kejorahq.com"
"Asia","IDN","Indonesia","Intudo Ventures","Indonesia-first startups","Focused on “Indonesia-only” founders","Jakarta","intudovc.com"
"Asia","IDN","Indonesia","Monk’s Hill Ventures","SaaS, consumer","Regional VC with Jakarta presence","Jakarta","monkshill.com"
"Asia","IDN","Indonesia","MDI Ventures","Tech, infra","Corporate VC of Telkom Indonesia","Jakarta","mdi.vc"
"Asia","IDN","Indonesia","Gobi Partners Indonesia","Tech, consumer","Malaysia-based VC, active in Indonesia","Jakarta","gobivc.com"
"Asia","IDN","Indonesia","Mandiri Capital","Fintech","Corporate VC of Bank Mandiri","Jakarta","mandiricapital.co.id"
"Asia","IDN","Indonesia","BRI Ventures","Fintech","Corporate VC of Bank BRI","Jakarta","briventures.id"
"Asia","IDN","Indonesia","AC Ventures","Digital, SaaS","Active Indonesia-focused VC","Jakarta","acv.vc"
"Asia","IDN","Indonesia","Skystar Capital","SaaS, fintech","Jakarta-based VC","Jakarta","skystarcapital.com"
"Asia","IDN","Indonesia","GDP Venture","Consumer, digital","VC arm of Djarum Group","Jakarta","gdpventure.com"
"Asia","IDN","Indonesia","Venturra Capital","Fintech, digital","Indonesia-focused VC","Jakarta","venturra.com"
"Asia","IDN","Indonesia","Jungle Ventures (Jakarta office)","Consumer, SaaS","Singapore VC with strong Indonesian portfolio","Jakarta","jungle.vc"
"Asia","IDN","Indonesia","CyberAgent Ventures Indonesia","SaaS, consumer","Japanese VC with Jakarta hub","Jakarta","cyberagent.vc"
"Asia","IDN","Indonesia","Beenext Indonesia","SaaS, consumer","Singapore VC active in Indonesia","Jakarta","beenext.com"
"Asia","IDN","Indonesia","Sequoia Capital India (Jakarta activity)","Tech, consumer","Sequoia’s portfolio covers Indonesia","Jakarta","peakxv.com"
"Asia","IDN","Indonesia","Lightspeed Indonesia","Consumer, fintech","Active in Indonesian tech","Jakarta","lsvp.com"
"Asia","IDN","Indonesia","Openspace Ventures (Jakarta office)","Consumer, digital","Singapore-based VC, active locally","Jakarta","openspace.vc"
"Europe","TUR","Turkey","Turkven Private Equity","Consumer, retail, healthcare","Pioneer and largest independent PE firm in Turkey","Istanbul","turkven.com"
"Europe","TUR","Turkey","Actera Group","Diversified mid- to large-cap","Leading Turkey-focused PE fund","Istanbul","acteragroup.com"
"Europe","TUR","Turkey","Mediterra Capital","Mid-market buyouts","Independent PE firm focused on Turkey","Istanbul","mediterra.com.tr"
"Europe","TUR","Turkey","Esas Private Equity","Consumer, food, services","PE arm of Esas Holding (Sabancı family)","Istanbul","esas.com.tr"
